,angle_id,angle_val,frame_name,travelled_dist
10,"[119, 119, 119, 119, 119, 118, 117, 118, 118, 118]","[0.027925267815589905, 0.033276625206141365, 0.033986320752989164, 0.03316125646233559, 0.02703264515815083, 0.01656735340763321, 0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058]",center/1479424216380799785.jpg,"[0.0, 2.1677156606273806, 4.807075158070731, 6.974791159987747, 9.614151288052971, 11.467989041598402, 14.10734972638977, 16.27506637127708, 18.9144276875653, 21.082144675483235]"
11,"[119, 119, 119, 119, 118, 117, 117, 118, 118, 118]","[0.02799236411369295, 0.03661174833634874, 0.03316125646233559, 0.03135040807372914, 0.024395335362954514, 0.006981316953897476, 0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638]",center/1479424216430781730.jpg,"[0.0, 2.639359338555802, 4.8070752550532845, 7.073072130201384, 9.394926083870306, 11.480402910478972, 14.119763753430105, 16.287480483565975, 18.926841958424852, 21.0945590312438]"
12,"[119, 119, 119, 119, 118, 117, 118, 118, 118, 118]","[0.033276625206141365, 0.033986320752989164, 0.03316125646233559, 0.02703264515815083, 0.01656735340763321, 0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369]",center/1479424216480762377.jpg,"[0.0, 2.6393594974433503, 4.807075499360367, 7.446435627425591, 9.30027338097102, 11.93963406576239, 14.1073507106497, 16.746712026937917, 18.91442901485585, 21.357287950754056]"
13,"[119, 119, 119, 118, 117, 117, 118, 118, 118, 118]","[0.03661174833634874, 0.03316125646233559, 0.03135040807372914, 0.024395335362954514, 0.006981316953897476, 0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369]",center/1479424216530765955.jpg,"[0.0, 2.167715916497482, 4.433712791645581, 6.755566745314503, 8.84104357192317, 11.480404414874302, 13.648121145010172, 16.28748261986905, 18.455199692687998, 20.84349458337958]"
14,"[119, 119, 119, 118, 117, 118, 118, 118, 118, 118]","[0.033986320752989164, 0.03316125646233559, 0.02703264515815083, 0.01656735340763321, 0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369]",center/1479424216580819669.jpg,"[0.0, 2.1677160019170163, 4.80707612998224, 6.660913883527671, 9.30027456831904, 11.46799121320635, 14.107352529494568, 16.2750695174125, 18.717928453310705, 20.808539381798376]"
15,"[119, 119, 118, 117, 117, 118, 118, 118, 118, 118]","[0.03316125646233559, 0.03135040807372914, 0.024395335362954514, 0.006981316953897476, 0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896]",center/1479424216630792775.jpg,"[0.0, 2.265996875148099, 4.587850828817022, 6.673327655425687, 9.312688498376819, 11.48040522851269, 14.119766703371567, 16.287483776190516, 18.6757786668821, 20.843496038492173]"
16,"[119, 119, 118, 117, 118, 118, 118, 118, 118, 118]","[0.03316125646233559, 0.02703264515815083, 0.01656735340763321, 0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896]",center/1479424216680854175.jpg,"[0.0, 2.639360128065224, 4.493197881610655, 7.1325585664020235, 9.300275211289334, 11.939636527577552, 14.107353515495484, 16.55021245139369, 18.64082337988136, 20.911085105960083]"
17,"[119, 118, 117, 117, 118, 118, 118, 118, 118, 118]","[0.03135040807372914, 0.024395335362954514, 0.006981316953897476, 0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952]",center/1479424216730862316.jpg,"[0.0, 2.3218539536689224, 4.407330780277587, 7.04669162322872, 9.214408353364592, 11.853769828223468, 14.021486901042417, 16.409781791734, 18.577499163344076, 21.21686182445442]"
18,"[119, 118, 117, 118, 118, 118, 118, 118, 118, 118]","[0.02703264515815083, 0.01656735340763321, 0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896]",center/1479424216780885293.jpg,"[0.0, 1.8538377535454305, 4.493198438336799, 6.6609150832241095, 9.300276399512327, 11.46799338743026, 13.910852323328466, 16.001463251816137, 18.27172497789486, 20.7910920200107]"
19,"[118, 117, 117, 118, 118, 118, 118, 118, 118, 118]","[0.024395335362954514, 0.006981316953897476, 0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952]",center/1479424216830915255.jpg,"[0.0, 2.085476826608665, 4.724837669559798, 6.892554399695669, 9.531915874554546, 11.699632947373495, 14.087927838065077, 16.25564520967515, 18.895007870785495, 21.06272558674357]"
20,"[118, 117, 118, 118, 118, 118, 118, 118, 118, 118]","[0.01656735340763321, 0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952]",center/1479424216880892024.jpg,"[0.0, 2.6393606847913684, 4.807077329678679, 7.4464386459668965, 9.61415563388483, 12.057014569783036, 14.147625498270706, 16.41788722434943, 18.937254266465267, 21.1049720684972]"
21,"[117, 117, 118, 118, 118, 118, 118, 118, 118, 118]","[0.006981316953897476, 0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952]",center/1479424216930863448.jpg,"[0.0, 2.639360842951133, 4.807077573087004, 7.44643904794588, 9.614156120764829, 12.002451011456412, 14.170168383066486, 16.80953104417683, 18.977248760134906, 21.61661205251992]"
22,"[117, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.006981316953897476, 0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585]",center/1479424216980850063.jpg,"[0.0, 2.16771664488731, 4.807077961175528, 6.974794949093461, 9.417653884991667, 11.508264813479338, 13.77852653955806, 16.2978935816739, 18.465611383705834, 21.104974835698485]"
23,"[117, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.006981316953897476, 0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322]",center/1479424217030843881.jpg,"[0.0, 2.1677167301358713, 4.807078204994747, 6.974795277813696, 9.36309016850528, 11.530807540115354, 14.170170201225698, 16.337887917183775, 18.977251209568788, 21.0020352378304]"
24,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.015707964077591896, 0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868]",center/1479424217080912028.jpg,"[0.0, 2.6393613162882184, 4.807078304206151, 7.249937240104357, 9.340548168592028, 11.61080989467075, 14.13017693678659, 16.297894738818524, 18.93725819081118, 20.79109804651312]"
25,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.01919213674109359, 0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585]",center/1479424217131110240.jpg,"[0.0, 2.6393614748588763, 4.8070785476778255, 7.195373438369409, 9.363090809979482, 12.002453471089826, 14.170171187047902, 16.809534479432916, 18.834318507694526, 21.32718201316658]"
26,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.01745329238474369, 0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242]",center/1479424217180921434.jpg,"[0.0, 2.1677169879179328, 4.610575923816139, 6.70118685230381, 8.971448578382532, 11.490815620498372, 13.658533422530304, 16.297896874522955, 18.151736730224897, 20.791100736893988]"
27,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.015707964077591896, 0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845]",center/1479424217230878765.jpg,"[0.0, 2.1677170728189488, 4.5560119635105325, 6.7237293351206056, 9.36309199623095, 11.530809712189026, 14.170173004574039, 16.19495703283565, 18.687820538307705, 20.85553889318396]"
28,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.01663292772206058, 0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845]",center/1479424217280910319.jpg,"[0.0, 2.4428589358982062, 4.533469864385877, 6.803731590464599, 9.32309863258044, 11.490816434612372, 14.130179886605024, 15.984019742306968, 18.62338374897606, 20.791102190794962]"
29,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.019198622554540638, 0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258]",center/1479424217330970388.jpg,"[0.0, 2.3882948906915837, 4.556012262301657, 7.195374923412, 9.363092639370077, 12.00245593175509, 14.0272399600167, 16.520103465488756, 18.68782182036501, 21.167729275303238]"
30,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 118]","[0.01745329238474369, 0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226]",center/1479424217380972236.jpg,"[0.0, 2.090610928487671, 4.360872654566393, 6.880239696682233, 9.047957498714165, 11.687320950706818, 13.541160806408762, 16.180524813077852, 18.348243254896754, 20.987607895061466]"
31,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 119]","[0.01745329238474369, 0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064]",center/1479424217430969417.jpg,"[0.0, 2.167717371610073, 4.8070800327204175, 6.974797748678493, 9.614161041063506, 11.638945069325116, 14.13180857479717, 16.299526929673426, 18.779434384611655, 21.085737859456348]"
32,"[118, 118, 118, 118, 118, 118, 118, 118, 118, 119]","[0.01745329238474369, 0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386]",center/1479424217480951876.jpg,"[0.0, 2.270261726078722, 4.789628768194563, 6.957346570226495, 9.596710022219147, 11.450549877921091, 14.089913884590182, 16.257632326409084, 18.896996966573795, 21.0647157531104]"
33,"[118, 118, 118, 118, 118, 118, 118, 118, 119, 119]","[0.015707964077591896, 0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005]",center/1479424217531074057.jpg,"[0.0, 2.639362661110344, 4.80708037706842, 7.446443669453433, 9.471227697715044, 11.964091203187099, 14.131809558063354, 16.611717013001584, 18.918020487846277, 21.40479243464574]"
34,"[118, 118, 118, 118, 118, 118, 118, 118, 119, 119]","[0.015707964077591896, 0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677]",center/1479424217580979521.jpg,"[0.0, 2.5193670421158405, 4.687084844147773, 7.326448296140425, 9.180288151842369, 11.81965215851146, 13.987370600330364, 16.626735240495076, 18.79445402703168, 21.182752414095425]"
35,"[118, 118, 118, 118, 118, 118, 118, 119, 119, 119]","[0.013962633907794952, 0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414]",center/1479424217630965458.jpg,"[0.0, 2.1677177159580756, 4.807081008343088, 6.8318650366046985, 9.324728542076752, 11.492446896953007, 13.972354351891235, 16.27865782673593, 18.76542977353539, 20.7706879607596]"
36,"[118, 118, 118, 118, 118, 118, 118, 119, 119, 118]","[0.015707964077591896, 0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117]",center/1479424217680948110.jpg,"[0.0, 2.1677178020319325, 4.807081254024585, 6.660921109726528, 9.30028511639562, 11.468003558214525, 14.107368198379236, 16.27508698491584, 18.663385371979587, 20.8311044582666]"
37,"[118, 118, 118, 118, 118, 118, 119, 119, 119, 118]","[0.013962633907794952, 0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005]",center/1479424217734361638.jpg,"[0.0, 2.6393632923850125, 4.664147320646624, 7.157010826118678, 9.324729180994932, 11.80463663593316, 14.110940110777854, 16.597712057577315, 18.602970244801522, 20.7706894170161]"
38,"[118, 118, 118, 118, 118, 118, 119, 119, 118, 117]","[0.013962633907794952, 0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476]",center/1479424217781076117.jpg,"[0.0, 2.6393634519926525, 4.493203307694596, 7.132567314363688, 9.300285756182591, 11.939650396347302, 14.107369182883906, 16.49566756994765, 18.663386656234664, 21.30275248093481]"
39,"[118, 118, 118, 118, 118, 119, 119, 119, 118, 117]","[0.013962633907794952, 0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476]",center/1479424217831057340.jpg,"[0.0, 2.0247840282616107, 4.5176475337336655, 6.685365888609921, 9.165273343548149, 11.471576818392842, 13.958348765192301, 15.96360695241651, 18.131326124631087, 20.770692108772202]"
40,"[118, 118, 118, 118, 118, 119, 119, 118, 117, 118]","[0.012217304669320585, 0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256]",center/1479424217881013989.jpg,"[0.0, 1.8538398557019438, 4.493203862371035, 6.660922304189938, 9.30028694435465, 11.468005730891253, 13.856304117954998, 16.024023204242013, 18.66338902894216, 20.83110845828972]"
41,"[118, 118, 118, 118, 119, 119, 119, 118, 117, 118]","[0.010602908007360322, 0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287]",center/1479424217931011152.jpg,"[0.0, 2.4928635054720543, 4.66058186034831, 7.140489315286539, 9.446792790131232, 11.933564736930691, 13.9388229241549, 16.106542096369477, 18.745908080510592, 20.91362759518445]"
42,"[118, 118, 118, 118, 119, 119, 118, 117, 118, 118]","[0.011216483386839868, 0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937]",center/1479424217981167588.jpg,"[0.0, 2.6393640066690915, 4.807082448487995, 7.446447088652706, 9.61416587518931, 12.002464262253053, 14.17018334854007, 16.809549173240214, 18.977268602587774, 21.616635061350802]"
43,"[118, 118, 118, 119, 119, 119, 118, 117, 118, 118]","[0.012217304669320585, 0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937]",center/1479424218031072919.jpg,"[0.0, 2.1677183548762553, 4.647625809814484, 6.953929284659177, 9.440701231458636, 11.445959418682845, 13.613678590897422, 16.253044575038537, 18.420764089712396, 21.060130705705117]"
44,"[118, 118, 118, 119, 119, 118, 117, 118, 118, 118]","[0.00976207508568242, 0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638]",center/1479424218081022005.jpg,"[0.0, 2.1677184418189035, 4.807083081983615, 6.974801868520219, 9.363100255583962, 11.530819341870979, 14.170185166571125, 16.337904595918687, 18.977271054681715, 21.10205209901199]"
45,"[118, 118, 119, 119, 119, 118, 117, 118, 118, 118]","[0.008726646192371845, 0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104]",center/1479424218131058875.jpg,"[0.0, 2.4799074549382287, 4.786210929782922, 7.2729828765823825, 9.278241063806592, 11.445960236021168, 14.085326220162283, 16.253045734836142, 18.892412350828863, 20.746254209372786]"
46,"[118, 118, 119, 119, 118, 117, 118, 118, 118, 118]","[0.008726646192371845, 0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638, 0.023271918881321064]",center/1479424218181091919.jpg,"[0.0, 2.6393646401647115, 4.807083426701316, 7.19538181376506, 9.363100900052077, 12.002466724752223, 14.170186154099785, 16.809552612862813, 18.934333657193086, 20.96093972618127]"
47,"[118, 119, 119, 119, 118, 117, 118, 118, 118, 118]","[0.011864967051671258, 0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104, 0.02443460933864117]",center/1479424218231056575.jpg,"[0.0, 2.3063034748446936, 4.793075421644153, 6.7983336088683615, 8.966052781082938, 11.605418765224055, 13.773138279897914, 16.412504895890635, 18.266346754434558, 20.905713925574712]"
48,"[118, 119, 119, 118, 117, 118, 118, 118, 118, 119]","[0.019896722655469226, 0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638, 0.023271918881321064, 0.02617993950843811]",center/1479424218281119756.jpg,"[0.0, 2.167718786536604, 4.556017173600349, 6.723736259887366, 9.363102084587512, 11.530821513935074, 14.170187972698102, 16.294969017028375, 18.32157508601656, 20.82354372995028]"
49,"[119, 119, 119, 118, 117, 118, 118, 118, 118, 119]","[0.031093686579236064, 0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104, 0.02443460933864117, 0.02617993950843811]",center/1479424218331349662.jpg,"[0.0, 2.48677194679946, 4.492030134023668, 6.659749306238245, 9.299115290379362, 11.466834805053221, 14.106201421045942, 15.960043279589865, 18.59941045073002, 20.767130607116968]"
50,"[119, 119, 118, 117, 118, 118, 118, 118, 119, 119]","[0.03384539624765386, 0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638, 0.023271918881321064, 0.02617993950843811, 0.02617993950843811]",center/1479424218381131164.jpg,"[0.0, 2.3882983870637444, 4.55601747335076, 7.195383298050906, 9.363102727398466, 12.002469186161495, 14.127250230491766, 16.15385629947995, 18.655824943413673, 20.823545185218094]"
51,"[119, 119, 118, 117, 118, 118, 118, 118, 119, 119]","[0.03335289309090005, 0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104, 0.02443460933864117, 0.02617993950843811, 0.02617993950843811]",center/1479424218431158000.jpg,"[0.0, 2.0052581872242086, 4.172977359438786, 6.812343343579902, 8.98006285825376, 11.61942947424648, 13.473271332790404, 16.112638503930558, 18.280358660317507, 20.91972646521952]"
52,"[119, 118, 117, 118, 118, 118, 118, 119, 119, 119]","[0.03249237732312677, 0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638, 0.023271918881321064, 0.02617993950843811, 0.02617993950843811, 0.02617993950843811]",center/1479424218481117250.jpg,"[0.0, 2.167719086287016, 4.807084910987162, 6.974804340334723, 9.614170799097751, 11.738951843428023, 13.765557912416206, 16.267526556349928, 18.43524679815435, 21.074614761391217]"
53,"[119, 118, 117, 118, 118, 118, 118, 119, 119, 119]","[0.028126609196712414, 0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104, 0.02443460933864117, 0.02617993950843811, 0.02617993950843811, 0.027925267815589905]",center/1479424218531217298.jpg,"[0.0, 2.1677191722145768, 4.807085156355693, 6.974804671029552, 9.614171287022273, 11.468013145566196, 14.107380316706351, 16.2751004730933, 18.91446827799531, 21.082188775542804]"
54,"[118, 117, 118, 118, 118, 118, 119, 119, 119, 119]","[0.023112268504643117, 0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638, 0.023271918881321064, 0.02617993950843811, 0.02617993950843811, 0.02617993950843811, 0.02967059798538685]",center/1479424218581217570.jpg,"[0.0, 2.6393658247001457, 4.807085254047706, 7.446451712810735, 9.571232757141006, 11.597838826129191, 14.099807470062913, 16.267527711867334, 18.906895675104202, 21.074616258588815]"
55,"[118, 117, 118, 118, 118, 118, 119, 119, 119, 119]","[0.012656472887694005, 0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104, 0.02443460933864117, 0.02617993950843811, 0.02617993950843811, 0.027925267815589905, 0.02967059798538685]",center/1479424218631187931.jpg,"[0.0, 2.639365984141116, 4.807085498814975, 7.4464521148076965, 9.300293973351621, 11.939661144491776, 14.107381300878725, 16.746749105780736, 18.91446960332823, 21.527855177604206]"
56,"[117, 118, 118, 118, 118, 119, 119, 119, 119, 119]","[0.006981316953897476, 0.011702936767078256, 0.02268928103148937, 0.019198622554540638, 0.023271918881321064, 0.02617993950843811, 0.02617993950843811, 0.02617993950843811, 0.02967059798538685, 0.03316125646233559]",center/1479424218681141521.jpg,"[0.0, 2.167719429347561, 4.80708588811059, 6.931866932440862, 8.958473001429045, 11.460441645362767, 13.628161887167188, 16.267529850404056, 18.43525043388867, 21.059120058218056]"
57,"[117, 118, 118, 118, 118, 119, 119, 119, 119, 119]","[0.006981316953897476, 0.020423341373370287, 0.02268928103148937, 0.020662520291098104, 0.02443460933864117, 0.02617993950843811, 0.02617993950843811, 0.027925267815589905, 0.02967059798538685, 0.03316125646233559]",center/1479424218731231871.jpg,"[0.0, 2.167719514673859, 4.80708613066658, 6.660927989210504, 9.300295160350657, 11.468015316737606, 14.107383121639616, 16.27510361918711, 18.888489193463087, 20.76722705370916]"
